0.8557 0.0829
1.5687 0.1343
3.8505 0.2429
4.5636 0.0486
5.2767 -0.0143
6.5602 -0.0486
7.1306 -0.0029
7.5585 0.0771
7.7011 0.1686
7.5585 0.2200
8.2715 0.1171
8.6994 0.0543
9.6977 0.1114
10.4107	0.1686
10.5533	0.2257
11.6942	0.1971
12.1221	0.1571
12.6925	0.1286
13.1204	0.0829
13.6908	0.0429
14.1187	0.0086
14.6891	-0.0314
15.2596	0.0029
15.5448	0.0371
15.9726	0.0714
16.4005	0.0943
16.9709	0.1229
17.5414	0.1571
17.9692	0.1914
18.2544	0.2314
18.6823	0.2600
19.3953	0.2829
19.9658	0.2829
20.1084	0.2600
20.2510	0.2200
20.5362	0.1857
20.8214	0.1457
20.9641	0.1057
21.1067	0.0657
21.2493	0.0200
21.6771	-0.0371
22.1050	-0.0886
22.8180	-0.1400
23.3885	-0.0829
23.5311	-0.0543
23.6737	-0.0200
23.9589	0.0029
24.2442	0.0257
24.8146	0.0486
25.0998	0.0771
25.5277	0.1171
26.2407	0.1514
27.0964	0.1857
27.6669	0.2257
28.5225	0.2600
28.9504	0.2943
29.0930	0.2257
29.2356	0.1743
29.3782	0.1114
29.3782	0.0657
29.6634	0.0086
29.8060	-0.0371
30.0913	-0.0886
30.6617	-0.1457
30.8043	-0.1800
31.3748	-0.1286
31.5174	-0.0829
31.9452	-0.0543
32.3731	-0.0257
33.0861	0.0200
33.9418	0.0600
34.5123	0.1000
34.7975	0.1400
35.3679	0.1743
35.7958	0.2143
36.3662	0.2543
36.7941	0.3057
37.3645	0.2714
37.7924	0.2257
37.9350	0.1800
38.0776	0.1343
38.2202	0.0771
38.3628	0.0200
38.3628	-0.0314
38.6480	-0.0943
38.7906	-0.1629
39.5037	-0.0943
40.0742	-0.0600
40.6446	-0.0314
41.0724	-0.0029
41.6429	0.0200
42.2133	0.0600
42.6412	0.1057
43.3542	0.1457
44.4952	0.1686
45.3508	0.1686
45.6361	0.1514
45.9213	0.1057
46.3491	0.0543
46.4917	0.0086
46.7770	-0.0371
47.4900	-0.0771
47.7752	-0.0829
48.6309	-0.0600
49.2014	-0.0257
49.7718	0.0029
50.1997	0.0257
50.7701	0.0657
51.0553	0.1000
51.3406	0.1343
51.6258	0.1629
52.1962	0.1857
52.7667	0.1800
53.1945	0.1686
53.3371	0.1400
53.6224	0.0943
53.9076	0.0429
54.0502	-0.0143
54.1928	-0.0714
54.4780	-0.1286
54.6207	-0.1629
54.9059	-0.2086
55.1911	-0.2600
55.9042	-0.2657
56.0468	-0.2257
56.3320	-0.1686
56.6172	-0.1286
56.7598	-0.0829
56.7598	-0.0371
57.7581	-0.0943
58.4712	-0.0657
59.0416	-0.0200
59.1843	0.0200
59.6121	0.0600
60.1825	0.1057
60.4678	0.1400
60.8956	0.1743
61.4661	0.1800
61.7513	0.1571
62.0365	0.1229
62.6070	0.0829
62.8922	0.0429
63.3200	0.0086
63.7479	-0.0314
64.4609	0.0086
65.0314	0.0429
65.6018	0.0657
66.3149	0.1000
66.8853	0.1229
67.5984	0.1571
68.1689	0.1971
68.7393	0.2257
69.5950	0.2086
69.8802	0.1914
70.0228	0.1514
70.0228	0.1114
70.1654	0.0600
70.3080	0.0086
70.4507	-0.0314
70.7359	-0.1000
70.7359	-0.1629
70.7359	-0.2029
71.3063	-0.1457
71.5916	-0.0886
71.7342	-0.0486
71.8768	-0.0314
72.5898	-0.0657
72.8751	-0.0943
73.5881	-0.0371
74.1586	0.0086
74.5864	0.0486
75.1569	0.0886
75.5847	0.1343
76.0125	0.1743
76.5830	0.2029
77.1535	0.2200
78.0091	0.2371
78.1517	0.2029
78.2944	0.1571
78.4370	0.1114
78.7222	0.0714
78.8648	0.0200
79.2926	-0.0429
79.7205	-0.0829
80.1483	-0.1171
80.8614	-0.1571
81.4318	-0.1286
81.8597	-0.0886
82.1449	-0.0600
82.5727	-0.0086
82.8580	0.0257
83.7136	0.0714
84.4267	0.1057
85.4250	0.1400
86.4233	0.1571
86.9937	0.1400
86.9937	0.1000
87.1363	0.0486
87.4216	-0.0314
87.7068	-0.0714
88.1346	-0.1114
88.7051	-0.1686
88.9903	-0.1971
89.2755	-0.1286
89.5608	-0.0943
89.8460	-0.0543
90.7017	-0.0314
91.2721	-0.0257
91.6999	-0.0029
92.2704	0.0143
92.8408	0.0314
93.4113	0.0543
93.8391	0.0829
94.6948	0.0943
94.9800	0.0657
95.1226	0.0143
95.5505	-0.0314
95.9783	-0.0771
96.4062	-0.1229
96.8340	-0.1857
97.4044	-0.0886
97.6897	-0.0714
98.1175	-0.0371
98.9732	-0.0143
99.9715	-0.0086
100.3993 0.0543
100.6845 0.0943
101.1124 0.1114
101.6828 0.1343
102.5385 0.1400
102.9663 0.1229
103.1090 0.0886
103.1090 0.0371
103.3942 -0.0200
103.3942 -0.0886
103.6794 -0.1343
103.8220 -0.1971
104.2499 -0.2371
104.8203 -0.2886
105.5334 -0.2200
105.8186 -0.1971
106.2464 -0.1571
106.9595 -0.1171
107.6726 -0.0714
108.2430 -0.0200
108.6708 0.0086
109.0987 0.0486
109.5265 0.0943
109.8118 0.1286
110.0970 0.1571
110.6674 0.1457
110.9527 0.1286
111.0953 0.0943
111.0953 0.0543
111.2379 0.0029
111.5231 -0.0600
111.9509 -0.1171
112.5214 -0.1571
112.8066 -0.1800
112.9492 -0.1971
113.3771 -0.1514
113.8049 -0.1171
113.9475 -0.1000
114.3754 -0.1171
114.6606 -0.1514
115.0884 -0.1514
115.5163 -0.1171
115.9441 -0.0886
116.3719 -0.0657
116.7998 -0.0371
117.0850 -0.0086
117.5128 0.0371
118.0833 0.0657
118.6537 0.0943
119.0816 0.0771
119.0816 0.0486
119.3668 0.0086
119.5094 -0.0371
119.7946 -0.0829
119.9373 -0.1171
120.5077 -0.1686
120.9355 -0.1800
121.3634 -0.1571
121.6486 -0.1286
121.9338 -0.1171
122.7895 -0.0886
123.2173 -0.0600
123.7878 -0.0200
124.2156 0.0200
124.6435 0.0600
125.0713 0.1000
125.9270 0.1457
126.4974 0.1514
127.2105 0.1114
127.4957 0.0886
127.7809 0.0543
127.9236 0.0086
128.3514 -0.0543
128.4940 -0.0943
128.4940 -0.1400
128.7792 -0.1686
128.7792 -0.2257
128.9218 -0.2771
128.9218 -0.3114
129.3497 -0.2371
129.6349 -0.1686
129.9201 -0.1343
130.6332 -0.1171
131.4889 -0.0886
131.9167 -0.0486
132.3446 -0.0086
132.9150 0.0371
133.7707 0.0829
134.6264 0.1171
135.3394 0.1286
136.0525 0.1114
136.1951 0.0886
136.0525 0.0429
136.3377 -0.0200
136.4803 -0.0657
136.6229 -0.1114
136.7655 -0.1857
136.9082 -0.2543
137.3360 -0.1629
137.6212 0.0943
137.7638 -0.0314
137.9064 -0.0143
138.3343 -0.0657
138.6195 -0.1057
138.9047 -0.1343
139.6178 -0.1114
140.1882 -0.0829
141.0439 -0.0657
141.3292 -0.0143
141.8996 0.0371
143.0405 0.0771
144.0388 0.1000
144.1814 0.0543
144.4666 0.0029
144.6092 -0.0371
144.8945 -0.0829
