0.8557 0.0829
1.5687 0.1343
3.8505 0.2429
4.5636 0.0486
5.2767 -0.0143
6.5602 -0.0486
7.1306 -0.0029
7.5585 0.0771
7.7011 0.1686
7.5585 0.2200
8.2715 0.1171
8.6994 0.0543
9.6977 0.1114
145.3223 -0.1286
145.8928 -0.1743
146.8910 -0.1286
147.3189 -0.0943
148.0319 -0.0657
149.0302 -0.0200
149.4581 0.0143
150.1711 0.0657
150.8842 0.1229
151.3120 0.0886
151.8825 0.0600
152.0251 0.0200
152.3103 -0.0486
152.4529 -0.1000
152.5956 -0.1914
152.8808 -0.2486
153.4512 -0.1514
153.8791 -0.1114
154.5921 -0.1457
155.1626 -0.1743
155.8756 -0.1629
156.5887 -0.1229
157.1592 -0.0771
157.5870 -0.0314
158.0148 0.0143
158.5853 0.0543
159.5836 0.1057
159.8688 0.1229
160.2966 0.0714
160.4392 0.0086
160.7245 -0.0429
161.0097 -0.0771
161.8654 -0.0429
162.0080 -0.0200
162.2932 -0.0543
162.8637 -0.0943
163.2915 -0.1114
164.0046 -0.1286
164.7176 -0.1057
165.1455 -0.0771
165.7159 -0.0600
166.1438 -0.0543
166.2864 -0.0314
166.8568 0.0086
167.2847 0.0200
167.8551 0.0257
168.4256 0.0200
168.5682 -0.0143
168.8534 -0.0314
169.1386 -0.0714
169.4238 -0.1114
169.7091 -0.1457
169.7091 -0.1971
169.8517 -0.2257
169.9943 -0.2600
170.4221 -0.2029
170.5647 -0.1514
170.7074 -0.1057
170.9926 -0.0829
170.9926 -0.0657
171.7056 -0.0829
172.5613 -0.0943
173.4170 -0.0543
173.8448 0.0029
174.2727 0.0371
174.5579 0.0771
175.2710 0.1229
175.9840 0.1514
176.6971 0.1743
177.2675 0.1400
177.4102 0.1000
177.6954 0.0486
177.9806 0.0029
178.1232 -0.0429
178.5511 -0.0886
179.1215 -0.1286
179.8346 -0.1514
180.5476 -0.1229
180.9755 -0.0829
181.5459 -0.0429
182.2590 0.0257
182.6868 0.0657
182.8294 0.1000
183.2573 0.1514
183.8277 0.2029
183.9703 0.2314
184.3982 0.1800
184.6834 0.1400
184.9686 0.1114
185.3965 0.0943
185.9669 0.0657
186.1095 0.0257
186.5374 -0.0086
186.8226 -0.0429
186.9652 -0.0771
187.9635 -0.0886
188.6766 -0.0771
189.2470 -0.0486
189.5322 -0.0200
189.8175 0.0086
190.1027 0.0429
190.5305 0.0657
190.9584 0.1000
191.3862 0.1229
191.9566 0.1457
192.8123 0.0943
193.0975 0.0771
193.3828 0.0429
193.8106 0.0143
194.2384 -0.0086
194.9515 0.0086
195.2367 -0.0143
195.5220 -0.0600
195.9498 -0.0829
196.5203 -0.1057
196.9481 -0.1171
197.0907 -0.0886
197.3759 -0.0600
197.6612 -0.0429
198.2316 -0.0029
198.5168 0.0371
199.0873 0.0771
199.5151 0.1000
199.8003 0.1286
200.3708 0.1114
201.0839 0.1000
201.2265 0.0657
201.2265 0.0429
201.6543 -0.0029
201.9395 -0.0371
201.9395 -0.0600
202.3674 -0.1000
202.7952 -0.1229
203.6509 -0.1114
203.9361 -0.1000
204.2213 -0.1229
204.6492 -0.1629
204.9344 -0.1857
205.2196 -0.1457
205.7901 -0.1057
206.2179 -0.0543
206.5031 -0.0257
206.7884 0.0029
207.0736 0.0371
207.5014 0.0657
207.9293 0.0886
208.3571 0.1171
208.9276 0.1343
209.2128 0.1057
209.4980 0.0600
209.4980 0.0143
209.6406 -0.0257
209.7832 -0.0600
209.9258 -0.0829
210.4963 -0.0771
211.2094 -0.0714
211.9224 -0.0943
212.6355 -0.1000
213.3485 -0.1057
213.9190 -0.1114
214.2042 -0.0886
214.6321 -0.0486
214.9173 -0.0086
215.3451 0.0257
215.7730 0.0600
216.0582 0.0771
216.9139 0.0371
217.3417 0.0200
217.6269 -0.0029
218.0548 -0.0371
218.4826 -0.0771
218.7678 -0.1229
218.9104 -0.1514
219.9087 -0.1343
220.4792 -0.0886
220.9070 -0.0486
221.4775 -0.0257
222.0479 0.0257
222.6184 0.0600
223.1888 0.1057
223.4740 0.1400
223.7593 0.1914
223.9019 0.2200
224.3297 0.1686
224.7576 0.1514
225.6132 0.1400
226.0411 0.1457
226.0411 0.0657
226.1837 0.0371
226.3263 -0.0143
226.4689 -0.0657
226.7541 -0.1114
226.7541 -0.1400
226.7541 -0.1743
226.8967 -0.2200
227.7524 -0.2029
228.1803 -0.1743
228.4655 -0.1400
228.7507 -0.1000
229.3212 -0.0600
229.8916 -0.0200
230.3195 0.0086
230.4621 0.0486
230.7473 0.0886
231.1751 0.1229
231.7456 0.1514
232.6013 0.1686
233.1717 0.1800
233.4569 0.1343
233.5995 0.1000
234.0274 0.0429
234.4552 -0.0086
234.7404 -0.0486
235.1683 -0.0829
235.5961 -0.1057
235.8813 -0.1286
236.4518 -0.0829
236.8796 -0.0543
237.1649 -0.0429
237.4501 -0.0657
237.7353 -0.0829
238.0205 -0.1114
238.0205 -0.0429
238.4484 -0.0086
238.7336 0.0371
239.0188 0.0714
239.8745 0.0771
240.1597 0.0943
240.4450 0.1114
241.0154 0.1343
241.5859 0.1286
242.0137 0.1114
242.0137 0.0829
242.2989 0.0429
242.4415 0.0086
242.4415 -0.0486
242.5841 -0.0886
242.5841 -0.1514
242.7268 -0.1800
242.8694 -0.2086
242.8694 -0.2257
243.2972 -0.1743
243.2972 -0.1400
243.4398 -0.1114
243.5824 -0.0714
243.8677 -0.0200
244.2955 -0.0543
244.8659 -0.0886
245.4364 -0.1114
246.0068 -0.1114
246.4347 -0.0886
246.5773 -0.0543
247.0051 -0.0086
247.1477 0.0314
247.4330 0.0714
247.8608 0.1171
248.2886 0.1457
249.0017 0.1743
249.5722 0.1743
249.8574 0.1571
250.1426 0.1343
250.4278 0.0886
250.5705 0.0600
250.7131 0.0314
250.9983 -0.0029
251.7114 -0.0314
252.4244 -0.0543
253.2801 -0.0657
253.9932 -0.0600
254.1358 -0.0371
254.4210 -0.0200
254.7062 0.0086
255.2767 0.0371
255.7045 0.0543
256.1323 0.0829
256.7028 0.1286
256.9880 0.1514
257.4159 0.1229
257.8437 0.1057
258.4141 0.0714
258.8420 0.0486
259.4124 0.0371
259.8403 0.0486
260.1255 0.0543
260.4107 0.0314
260.6959 0.0086
260.9812 -0.0200
261.4090 -0.0486
261.6942 -0.0657
261.8369 -0.0829
262.2647 -0.0543
262.5499 -0.0314
262.6925 -0.0029
262.9778 0.0257
263.2630 0.0657
263.6908 0.1000
263.9760 0.1286
264.4039 0.1629
264.8317 0.1971
265.2596 0.2200
265.8300 0.2371
266.6857 0.2486
267.2561 0.2486
267.5414 0.2257
267.6840 0.2029
268.1118 0.1686
268.2544 0.1457
268.3970 0.1171
268.6823 0.0829
269.1101 0.0600
